geneName	repeatClass	repeatName	SRR5962198	SRR5962199	SRR5962200	SRR5962201	SRR5962202	SRR5962203	SRR5962204	SRR5962205	SRR5962206	SRR5962207	SRR5962208	SRR5962209	SRR5962210	SRR5962211	SRR5962212	SRR5962213	SRR5962214	SRR5962215	SRR5962216	SRR5962217	SRR5962218	SRR5962219	SRR5962220	SRR5962221	SRR5962222	SRR5962223	SRR5962224	SRR5962225	SRR5962226	SRR5962227	SRR5962228	SRR5962229	SRR5962230	SRR5962231	SRR5962232	SRR5962233	SRR5962234	SRR5962235	SRR5962236	SRR5962237	SRR5962238	SRR5962239	SRR5962240	SRR5962241
LINC01356	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
LINC01358	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01471	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LONRF3	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIOS	LINE	L2b	0	0	4	2	2	0	0	2	0	0	8	2	0	0	0	12	6	0	0	4	2	0	0	8	4	0	0	2	2	14	0	2	0	2	0	0	0	0	0	10	16	8	0	0
MIR4513	LINE	L2b	6	4	0	2	0	0	18	2	2	4	6	2	2	0	0	4	8	0	2	0	2	6	2	4	4	8	12	16	4	10	4	12	8	0	2	2	4	0	14	24	10	10	0	0
MIR6745	LINE	L2b	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL49P1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NAV2-IT1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUS1P4	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52K3P	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD9	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	0	0	0	0	0	0	0	0	8	0	0
PEX3	LINE	L2b	0	0	0	2	0	0	4	0	0	0	0	2	0	0	2	2	0	0	6	2	8	0	0	0	2	0	2	6	12	6	2	6	4	2	4	0	2	0	4	0	4	4	4	0
PON2	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PQLC2	LINE	L2b	10	6	10	14	0	2	62	10	2	2	12	4	6	2	0	14	4	16	8	14	6	44	0	6	6	6	10	8	16	28	14	10	16	0	46	4	22	2	12	28	36	22	4	6
PSMC1P1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMG3-AS1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PURB	LINE	L2b	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PXK	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
RAB11FIP5	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP242	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
RN7SL771P	LINE	L2b	2	0	0	4	0	0	2	0	4	0	6	2	0	0	0	6	2	4	8	4	0	0	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	0	6	2	2	4	2	0
RNA5SP221	LINE	L2b	0	0	0	2	0	0	4	0	0	0	0	2	0	0	2	2	0	0	6	2	8	0	0	0	2	0	2	6	12	6	2	6	4	2	4	0	2	0	4	0	4	4	4	0
RNA5SP278	LINE	L2b	8	10	6	8	2	10	36	6	6	6	18	8	2	8	0	18	12	12	10	0	18	32	0	12	12	16	16	6	4	20	4	6	10	2	22	6	4	6	16	22	0	20	18	2
RNA5SP468	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0
RNU4-54P	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-962P	LINE	L2b	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	2	0	2	4	0	0	0	0	0	0	0	0	0	4	0
RP1-28H20.3	LINE	L2b	0	0	0	0	2	0	4	0	0	0	6	0	0	0	4	2	16	0	6	0	2	2	0	2	0	4	0	4	6	6	0	10	6	0	0	2	0	0	2	0	0	2	4	6
RP1-59D14.1	LINE	L2b	0	0	4	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	8	2	0	0	0	0	0	14	0	4	0	0	0	0	0	0	2	0	0	0	0	0	4	0
RP11-1017G21.5	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-104O19.4	LINE	L2b	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	2	0	2	4
RP11-1078H9.5	LINE	L2b	4	4	12	26	0	0	4	2	4	2	2	2	2	2	0	2	12	28	10	18	8	4	0	0	0	2	2	2	4	12	2	6	2	0	0	4	4	0	0	4	2	8	12	0
RP11-1109M24.16	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-128M1.1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
RP11-12M9.4	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
RP11-20G13.2	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RP11-264B17.4	LINE	L2b	0	2	0	8	2	2	10	30	0	8	12	0	2	2	2	12	8	6	4	8	8	0	0	6	4	16	6	16	12	6	0	0	6	2	14	0	8	2	16	8	4	6	18	0
RP11-286H15.1	LINE	L2b	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0
RP11-297L17.6	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-327J17.1	LINE	L2b	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-369E15.4	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-385M4.3	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-396O20.1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-413H22.2	LINE	L2b	38	44	72	142	106	60	220	40	22	32	24	34	30	44	106	180	208	174	90	148	84	106	4	16	170	18	198	222	78	210	90	64	86	22	112	60	212	76	128	128	84	108	112	38
RP11-434D2.7	LINE	L2b	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-449P1.1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-628M2.1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-641A6.8	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1027O11.1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1112D6.7	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL26	LINE	L2b	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL29P22	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL38P4	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A6	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0
SLITRK5	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMC1A	LINE	L2b	0	0	6	4	10	0	12	0	0	0	0	8	0	0	4	18	2	0	10	16	4	2	0	4	10	6	8	30	12	16	0	8	8	0	2	8	24	0	0	20	32	0	12	10
SMYD5	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA31	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD18	LINE	L2b	4	0	0	0	8	4	8	4	0	0	0	0	0	0	8	0	0	4	0	16	0	32	0	0	0	0	8	40	0	12	0	16	4	4	0	4	20	0	0	24	24	8	16	0
SNORD83A	LINE	L2b	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
SNORD83B	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TMPRSS4-AS1	LINE	L2b	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	28	0	0	14	4
TPRX1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TRMT112P6	LINE	L2b	88	52	32	140	110	116	0	52	20	44	48	36	28	96	100	162	2	208	158	112	150	192	0	64	72	58	24	166	24	134	98	150	108	26	20	36	254	114	104	276	536	4	120	62
TRPC7-AS1	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	LINE	L2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0
YME1L1	LINE	L2b	4	0	2	0	8	4	2	0	0	0	8	2	0	2	4	2	6	2	8	0	2	12	0	2	8	0	0	28	0	2	0	6	0	0	0	2	2	10	4	2	32	6	4	0
ZNF436-AS1	LINE	L2b	6	18	8	44	16	4	62	2	12	14	10	20	4	2	20	34	56	52	34	16	28	10	2	2	6	10	20	12	38	12	6	4	26	2	20	4	22	6	16	22	10	20	20	2
AC004699.1	LINE	L2c	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC005048.1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007875.2	LINE	L2c	0	0	0	0	2	0	10	0	0	0	0	0	0	0	2	12	4	6	2	0	2	0	0	0	0	0	0	4	2	2	2	0	4	0	2	6	2	0	0	0	0	8	4	0
AC008992.1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009302.4	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
AC027807.1	LINE	L2c	2	0	0	12	14	8	14	4	6	6	0	2	0	0	2	6	10	20	2	18	10	2	0	0	2	2	0	2	2	6	8	14	8	2	2	4	0	0	0	14	0	4	0	2
AC091813.2	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093807.1	LINE	L2c	18	0	18	18	24	12	30	6	0	6	44	24	24	6	12	132	162	62	88	178	144	48	6	18	30	12	78	132	80	90	0	36	34	14	60	42	56	50	24	50	96	100	130	66
AC112778.1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT4	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL109922.1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL513487.1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP006216.10	LINE	L2c	2	8	6	12	2	8	36	0	6	0	4	4	0	2	6	24	22	14	16	14	32	12	0	2	2	0	2	24	16	12	4	16	12	0	8	0	8	4	16	20	14	10	8	0
ARPC2	LINE	L2c	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AURKC	LINE	L2c	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf87	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf66-AS1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	4	0	0	0	8	0	8	2	0	2	0	0
CASP14	LINE	L2c	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	4	0	0	0	0	4	0
CCDC27	LINE	L2c	2	0	4	4	0	2	16	2	2	0	0	10	0	0	0	20	14	20	14	6	20	0	0	2	4	0	14	8	12	10	0	6	16	4	4	4	14	0	22	6	14	10	10	0
CDC42EP2	LINE	L2c	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0
CHM	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CICP16	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
CICP19	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTB-1H10.1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-241N9.1	LINE	L2c	2	4	12	4	10	8	20	2	4	6	12	10	0	0	8	36	12	12	8	4	6	10	0	4	2	4	6	6	14	16	8	2	10	6	38	8	10	2	20	28	8	12	16	4
CTD-3224K15.3	LINE	L2c	6	0	4	2	2	2	18	0	6	0	2	0	0	8	0	10	0	8	4	0	2	8	0	2	4	0	8	8	8	4	2	16	8	0	8	4	2	2	6	24	4	4	2	0
CYCSP8	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F24P	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX4	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMP2	LINE	L2c	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2
EPAS1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM133CP	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GAN	LINE	L2c	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	4	0	4	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	0	4	2	0	4	0	2	0	6	0
GNRHR2P1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIFIN	LINE	L2c	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIK2	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTM1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR2B	LINE	L2c	8	8	16	58	18	24	102	6	8	6	4	6	0	14	24	36	54	76	42	62	62	24	0	4	20	16	70	70	36	30	14	46	6	22	30	14	32	8	8	76	8	48	16	8
IK	LINE	L2c	18	12	110	140	46	54	376	74	28	38	22	86	84	48	22	128	156	214	116	190	116	342	6	48	92	50	82	98	266	620	38	80	76	16	594	156	152	110	78	206	164	214	56	136
IMP3	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-226F1.2	LINE	L2c	2	0	2	2	0	0	8	0	0	2	0	2	0	6	0	0	0	0	2	0	20	2	0	8	0	0	0	0	0	4	2	2	0	0	4	2	2	0	0	0	2	0	8	0
KIF21B	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KISS1R	LINE	L2c	0	0	10	12	4	0	18	2	0	0	2	2	0	2	0	4	4	0	8	8	4	6	0	2	2	2	8	0	4	0	4	6	4	2	18	0	0	0	6	16	2	8	4	0
KLHDC1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	8	0	0	0	8	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2
KLHL20	LINE	L2c	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KLHL38	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
KRTAP16-1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP29-1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LA16c-360H6.2	LINE	L2c	2	2	2	0	2	2	6	2	0	2	0	0	0	2	0	2	12	4	4	0	0	0	2	4	4	0	2	6	6	0	0	0	0	2	0	0	0	6	2	14	0	4	4	0
LCE6A	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDB2	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
LINC00399	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00459	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01471	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01556	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LYARP1	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMDC2-AS1	LINE	L2c	6	12	12	36	14	16	54	10	6	6	2	2	4	0	6	12	74	24	2	4	6	0	0	0	2	0	6	4	2	18	0	2	6	0	0	6	0	2	2	2	4	0	0	4
MCMBP	LINE	L2c	20	12	36	64	20	28	148	24	0	4	36	4	0	12	56	60	56	60	72	44	36	44	0	20	32	68	92	164	72	68	36	36	40	12	76	12	60	4	72	52	100	108	52	40
MELK	LINE	L2c	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD6L	LINE	L2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4696	LINE	L2c	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6745	LINE	L2c	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR761	LINE	L2c	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
